,title,eps_count,publish_date,status,season,studio,rate,eps_period,type,classification
0,Boku no Hero Academia 2nd Season, 25,2023-10, compleated,Spring,Bones,8.10,23.0,series,"['Action', 'School', 'Shounen', 'Super Power']"
1,Cue!, 24,2023-10, compleated,Winter,Graphinica,6.79,24.0,series,"['Music', 'Showbiz']"
2,Maiko-san Chi no Makanai-san, 12,2023-12, compleated,Winter,J.C.Staff,7.03,25.0,series,"['Educational', 'Gourmet', 'Iyashikei', 'Shounen', 'Slice of Life', 'Workplace']"
3,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka, 13,2023-10, compleated,Spring,J.C.Staff,7.54,24.0,series,"['Action', 'Adventure', 'Fantasy']"
5,Golden Kamuy 4th Season, 13,2023-09, compleated,Fall,Brain's Base,8.13,23.0,series,"['Action', 'Adult Cast', 'Adventure', 'Historical', 'Military', 'Seinen']"
6,Sayonara Watashi no Cramer, 13,2023-10, compleated,Spring,LIDENFILMS,6.09,23.0,series,"['Drama', 'Shounen', 'Sports', 'Team Sports']"
7,Dance Dance Danseur, 11,2023-09, compleated,Spring,MAPPA,7.87,23.0,series,"['Drama', 'Performing Arts', 'Seinen']"
8,Bleach: Sennen Kessen-hen, 13,2023-09, compleated,Fall,Pierrot,9.06,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
9,Monster, 74,2023-10, compleated,Spring,Madhouse,8.87,24.0,series,"['Adult Cast', 'Drama', 'Mystery', 'Psychological', 'Seinen', 'Suspense']"
11,Yowamushi Pedal: Limit Break, 25,2023-09, compleated,Fall,TMS Entertainment,7.38,24.0,series,"['Racing', 'Shounen', 'Sports']"
13,Shin Chuuka Ichiban! 2nd Season, 12,2023-09, compleated,Winter,Nihon Ad Systems,6.66,24.0,series,"['Comedy', 'Gourmet', 'Shounen']"
14,Yofukashi no Uta, 13,2023-10, compleated,Summer,LIDENFILMS,7.99,22.0,series,"['Romance', 'Shounen', 'Supernatural', 'Vampire']"
15,Mairimashita! Iruma-kun 3rd Season, 21,2023-09, compleated,Fall,Bandai Namco Pictures,7.81,24.0,series,"['Comedy', 'Fantasy', 'Isekai', 'Mythology', 'School', 'Shounen']"
16,Tokyo Ghoul:re, 12,2023-09, compleated,Spring,Pierrot,6.37,24.0,series,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']"
17,Nande Koko ni Sensei ga!?, 12,2023-09, compleated,Spring,Tear Studio,6.51,11.0,series,"['Comedy', 'Ecchi', 'School', 'Seinen']"
19,Magi: Sinbad no Bouken (TV), 13,2023-10, compleated,Spring,Lay-duce,7.84,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
20,Dokyuu Hentai HxEros, 12,2023-09, compleated,Summer,Project No.9,5.75,23.0,series,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'School', 'Sci-Fi', 'Shounen', 'Super Power']"
21,Senryuu Shoujo, 12,2023-09, compleated,Spring,Connect,7.38,12.0,series,"['Comedy', 'School', 'Shounen', 'Slice of Life']"
22,Edomae Elf, 12,2023-09, compleated,Spring,C2C,7.30,24.0,series,"['Comedy', 'Shounen', 'Supernatural']"
24,Tensura Nikki: Tensei shitara Slime Datta Ken, 12,2023-09, compleated,Spring,8bit,7.59,23.0,series,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Shounen']"
25,Gensou Sangokushi: Tengen Reishinki, 12,2023-09, compleated,Winter,Geek Toys,5.32,24.0,series,"['Fantasy', 'Historical']"
26,Baccano!, 13,2023-10, compleated,Summer,Brain's Base,8.36,24.0,series,"['Action', 'Comedy', 'Historical', 'Mystery', 'Organized Crime', 'Supernatural']"
27,Kobayashi-san Chi no Maid Dragon, 13,2023-10, compleated,Winter,Kyoto Animation,7.96,24.0,series,"['Fantasy', 'Slice of Life']"
29,Shingeki no Kyojin: The Final Season, 16,2023-10, compleated,Winter,MAPPA,8.79,23.0,series,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival', 'Suspense']"
31,Karakuri Circus, 36,2023-10, compleated,Fall,Studio VOLN,7.15,24.0,series,"['Action', 'Adventure', 'Drama', 'Mystery', 'Shounen']"
34,Dies Irae, 11,2023-09, compleated,Fall,A.C.G.T.,5.38,23.0,series,"['Action', 'Military', 'Super Power']"
35,Ryman’s Club, 12,2023-09, compleated,Winter,LIDENFILMS,7.37,23.0,series,"['Adult Cast', 'Sports', 'Workplace']"
36,Dogeza de Tanondemita, 12,2023-09, compleated,Fall,Adonero,5.59,3.0,series,"['Comedy', 'Ecchi', 'Fantasy']"
37,Tokyo 24-ku, 12,2023-09, compleated,Winter,CloverWorks,6.35,24.0,series,"['Mystery', 'Sci-Fi', 'Super Power']"
38,Vlad Love,null,2023-12, compleated,unknown,Drive,5.84,24.0,series,"['Comedy', 'School', 'Supernatural', 'Vampire']"
39,Kaichou wa Maid-sama!, 26,2023-10, compleated,Spring,J.C.Staff,8.01,24.0,series,"['Comedy', 'Romance', 'School', 'Shoujo']"
40,Seiken no Blacksmith, 12,2023-09, compleated,Fall,Manglobe,6.66,23.0,series,"['Action', 'Adventure', 'Fantasy']"
41,Steins;Gate 0, 23,2023-10, compleated,Spring,White Fox,8.53,23.0,series,"['Drama', 'Sci-Fi', 'Suspense', 'Time Travel']"
42,Kyuuketsuki Sugu Shinu, 12,2023-09, compleated,Fall,Madhouse,7.26,23.0,series,"['Adult Cast', 'Comedy', 'Gag Humor', 'Shounen', 'Supernatural', 'Vampire']"
43,Blade Runner: Black Lotus, 13,2023-10, compleated,Fall,Sola Digital Arts,6.28,23.0,series,"['Sci-Fi', 'Suspense']"
44,Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2, 13,2023-10, compleated,Winter,J.C.Staff,7.44,24.0,series,"['Action', 'Fantasy', 'Harem', 'Isekai', 'Military', 'Romance']"
45,Charlotte, 13,2023-10, compleated,Summer,P.A. Works,7.75,24.0,series,"['Drama', 'School', 'Super Power']"
46,Koi wa Ameagari no You ni, 12,2023-09, compleated,Winter,Wit Studio,7.49,22.0,series,"['Drama', 'Romance', 'Seinen', 'Workplace']"
47,Darker than Black: Kuro no Keiyakusha, 25,2023-10, compleated,Spring,Bones,8.06,24.0,series,"['Action', 'Mystery', 'Sci-Fi', 'Super Power']"
48,High School DxD BorN, 12,2023-09, compleated,Spring,TNK,7.42,24.0,series,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mythology', 'Romance', 'School']"
49,Black Lagoon: The Second Barrage, 12,2023-09, compleated,Fall,Madhouse,8.17,23.0,series,"['Action', 'Adult Cast', 'Organized Crime', 'Seinen']"
50,One Piece: Episode of East Blue – Luffy to 4-nin no Nakama no Daibouken,null,2024-08, compleated,unknown,Toei Animation,7.86,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
51,Dororo, 24,2023-10, compleated,Winter,MAPPA,8.25,24.0,series,"['Action', 'Adventure', 'Historical', 'Mythology', 'Samurai', 'Shounen', 'Supernatural']"
53,So Ra No Wo To, 12,2023-09, compleated,Winter,A-1 Pictures,7.54,24.0,series,"['Iyashikei', 'Military', 'Music', 'Sci-Fi', 'Slice of Life']"
56,SD Gundam World Heroes,null,2023-12, compleated,unknown,Sunrise,5.71,24.0,series,"['Action', 'Mecha', 'Sci-Fi']"
58,Kuroko no Basket 3rd Season, 25,2023-10, compleated,Winter,Production I.G,8.30,24.0,series,"['School', 'Shounen', 'Sports', 'Team Sports']"
59,Yurei Deco, 12,2023-09, compleated,Summer,Science SARU,6.04,23.0,series,['Sci-Fi']
60,Kono Subarashii Sekai ni Shukufuku wo!, 10,2023-09, compleated,Winter,Studio Deen,8.11,23.0,series,"['Adventure', 'Comedy', 'Fantasy', 'Isekai', 'Parody', 'Reincarnation']"
61,Arslan Senki (TV), 25,2023-10, compleated,Spring,LIDENFILMS,7.66,24.0,series,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical', 'Military', 'Shounen']"
62,Paripi Koumei, 12,2023-09, compleated,Spring,P.A. Works,8.16,23.0,series,"['Adult Cast', 'Comedy', 'Music', 'Showbiz']"
63,Madan no Ou to Vanadis, 13,2023-10, compleated,Fall,Satelight,7.11,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Harem', 'Military']"
64,ون بيس One Piece,null,2025-04, ongoing,Fall,Toei Animation,8.70,,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
65,Baraou no Souretsu, 24,2023-10, compleated,Winter,J.C.Staff,6.35,23.0,series,"['Action', 'Drama', 'Historical', 'Shoujo', 'Supernatural']"
66,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches, 12,2023-12, compleated,Summer,Shaft,6.68,24.0,series,"['Idols (Female)', 'Military', 'Music', 'Sci-Fi']"
67,Isekai Shoukan wa Nidome desu, 12,2023-09, compleated,Spring,Studio Elle,5.67,23.0,series,"['Adventure', 'Comedy', 'Fantasy', 'Harem', 'Isekai', 'Romance']"
68,Nisekoi:, 12,2023-09, compleated,Spring,Shaft,7.35,24.0,series,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
70,Kawaii dake ja Nai Shikimori-san, 12,2023-10, compleated,Spring,Doga Kobo,6.92,23.0,series,"['Comedy', 'Romance', 'School']"
71,"Tantei wa Mou, Shindeiru.", 12,2023-09, compleated,Summer,ENGI,6.38,25.0,series,"['Comedy', 'Mystery', 'Romance']"
72,Yuu☆Yuu☆Hakusho, 112,2023-09, compleated,Fall,Pierrot,8.46,24.0,series,"['Action', 'Fantasy', 'Mythology', 'Shounen']"
73,Code Geass: Hangyaku no Lelouch, 25,2023-10, compleated,Fall,Sunrise,8.70,24.0,series,"['Action', 'Award Winning', 'Drama', 'Mecha', 'Military', 'School', 'Sci-Fi', 'Super Power']"
74,Appare-Ranman!, 13,2023-10, compleated,Spring,P.A. Works,7.26,23.0,series,"['Adult Cast', 'Comedy', 'Historical', 'Racing']"
75,Mahouka Koukou no Rettousei: Raihousha-hen, 13,2023-10, compleated,Fall,8bit,7.28,23.0,series,"['Action', 'Fantasy', 'Romance', 'School', 'Sci-Fi']"
76,IS: Infinite Stratos, 12,2023-09, compleated,Winter,8bit,6.63,24.0,series,"['Action', 'Comedy', 'Ecchi', 'Harem', 'Mecha', 'Sci-Fi']"
77,Higurashi no Naku Koro ni Gou, 24,2023-10, compleated,Fall,Passione,7.20,23.0,series,"['Gore', 'Horror', 'Mystery', 'Psychological', 'Supernatural']"
78,Golden Kamuy 3rd Season, 12,2023-09, compleated,Fall,Geno Studio,8.45,23.0,series,"['Action', 'Adult Cast', 'Adventure', 'Historical', 'Military', 'Seinen']"
79,Bakuman. 2nd Season, 25,2023-10, compleated,Fall,J.C.Staff,8.35,24.0,series,"['Comedy', 'Drama', 'Otaku Culture', 'Romance', 'Shounen']"
80,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart, 12,2023-09, compleated,Spring,Zero-G,7.31,23.0,series,"['Adult Cast', 'Comedy', 'Romance']"
84,Shingeki no Bahamut: Virgin Soul, 24,2023-10, compleated,Spring,MAPPA,7.43,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Mythology']"
87,Hajimete no Gal, 10,2023-09, compleated,Summer,NAZ,6.28,23.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Shounen']"
88,Gyakuten Sekai no Denchi Shoujo, 12,2023-10, compleated,Fall,Lerche,6.32,23.0,series,"['Action', 'Comedy', 'Mecha', 'Sci-Fi']"
89,Kokoro Connect, 13,2023-10, compleated,Summer,SILVER LINK.,7.74,24.0,series,"['Drama', 'Love Polygon', 'Romance', 'School', 'Supernatural']"
91,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life, 12,2023-09, compleated,Winter,Encourage Films,7.05,23.0,series,['Fantasy']
92,Kidou Senshi Gundam: Suisei no Majo, 12,2023-09, compleated,Fall,Sunrise,7.89,24.0,series,"['Action', 'Mecha', 'School', 'Sci-Fi', 'Space']"
93,Saenai Heroine no Sodatekata ♭, 11,2023-09, compleated,Spring,A-1 Pictures,7.76,22.0,series,"['Comedy', 'Ecchi', 'Harem', 'Otaku Culture', 'Romance', 'School']"
95,Gintama., 12,2023-09, compleated,Winter,Bandai Namco Pictures,8.98,24.0,series,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
96,Shingeki no Kyojin Season 3 Part 2, 10,2023-09, compleated,Spring,Wit Studio,9.05,23.0,series,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']"
97,Build Divide: Code Black, 12,2023-09, compleated,Fall,LIDENFILMS,6.39,23.0,series,"['Fantasy', 'Strategy Game']"
98,Godzilla: S.P, 13,2023-10, compleated,Spring,Bones,6.65,23.0,series,"['Action', 'Award Winning', 'Mecha', 'Mystery', 'Sci-Fi']"
99,Tenchi Souzou Design-bu, 12,2023-09, compleated,Winter,Asahi Production,7.16,23.0,series,"['Comedy', 'Educational', 'Fantasy', 'Gag Humor', 'Mythology', 'Seinen', 'Workplace']"
100,Seiken Tsukai no World Break, 12,2023-09, compleated,Winter,Diomedéa,6.78,24.0,series,"['Action', 'Fantasy', 'Harem', 'Reincarnation', 'Romance', 'School']"
101,Bungou Stray Dogs 2nd Season, 12,2023-09, compleated,Fall,Bones,8.19,23.0,series,"['Action', 'Adult Cast', 'Mystery', 'Organized Crime', 'Seinen', 'Super Power', 'Supernatural']"
102,Triage X, 10,2023-09, compleated,Spring,Xebec,6.32,23.0,series,"['Action', 'Adventure', 'Ecchi', 'Shounen']"
104,Zoku Owarimonogatari,null,2023-10, compleated,unknown,Shaft,8.45,28.0,series,"['Comedy', 'Mystery', 'Supernatural', 'Vampire']"
105,Jijou wo Shiranai Tenkousei ga Guigui Kuru., 13,2023-09, compleated,Spring,Studio Signpost,7.54,23.0,series,"['Comedy', 'Romantic Subtext', 'School', 'Shounen']"
107,Urasekai Picnic, 12,2023-12, compleated,Winter,Felix Film,6.63,23.0,series,"['Adventure', 'Fantasy', 'Isekai', 'Mystery', 'Survival', 'Suspense']"
108,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season, 12,2023-09, compleated,Spring,Ajia-do,8.11,23.0,series,"['Fantasy', 'Isekai', 'Reincarnation']"
109,UQ Holder! Mahou Sensei Negima! 2, 12,2023-09, compleated,Fall,J.C.Staff,6.92,23.0,series,"['Action', 'Fantasy', 'Sci-Fi', 'Shounen']"
110,Gintama.: Shirogane no Tamashii-hen, 12,2023-09, compleated,Winter,Bandai Namco Pictures,8.81,24.0,series,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
112,Kimetsu no Yaiba: Mugen Ressha-hen, 7,2023-10, compleated,Fall,ufotable,8.38,24.0,series,"['Action', 'Fantasy', 'Historical', 'Shounen']"
114,Kimetsu no Yaiba: Yuukaku-hen, 11,2023-09, compleated,Winter,ufotable,8.78,26.0,series,"['Action', 'Fantasy', 'Historical', 'Shounen']"
115,Mob Psycho 100 III, 12,2023-09, compleated,Fall,Bones,8.71,23.0,series,"['Action', 'Comedy', 'Super Power', 'Supernatural']"
117,Love Live! Nijigasaki Gakuen School Idol Doukoukai, 13,2023-10, compleated,Fall,Sunrise,7.51,24.0,series,"['Idols (Female)', 'Music', 'School', 'Slice of Life']"
119,Ousama Ranking: Yuuki no Takarabako, 10,2023-09, compleated,Spring,Wit Studio,7.26,22.0,series,"['Adventure', 'Fantasy']"
123,Machine-Doll wa Kizutsukanai, 12,2023-09, compleated,Fall,Lerche,7.05,23.0,series,"['Action', 'Ecchi', 'Fantasy', 'School']"
124,Yuragi-sou no Yuuna-san, 12,2023-09, compleated,Summer,Xebec,7.00,23.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'Shounen', 'Supernatural']"
125,Isekai Yakkyoku, 12,2023-09, compleated,Summer,Diomedéa,7.31,23.0,series,"['Fantasy', 'Isekai', 'Medical', 'Reincarnation']"
126,Kekkai Sensen & Beyond, 12,2023-09, compleated,Fall,Bones,7.79,24.0,series,"['Action', 'Fantasy', 'Shounen', 'Super Power', 'Vampire']"
128,Overlord IV, 13,2023-10, compleated,Summer,Madhouse,8.09,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Isekai']"
129,Shinigami Bocchan to Kuro Maid 2nd Season, 12,2023-09, compleated,Summer,J.C.Staff,7.70,23.0,series,"['Comedy', 'Romantic Subtext', 'Supernatural']"
130,Bucchigire!, 12,2023-09, compleated,Summer,Geno Studio,6.01,24.0,series,"['Action', 'Historical', 'Samurai']"
131,Kimitachi wa Dou Ikiru ka,null,2024-06, ongoing,unknown,Studio Ghibli,7.62,,movie,"['Adventure', 'Anthropomorphic', 'Award Winning', 'Drama', 'Fantasy', 'Isekai']"
132,Puraore! Pride of Orange, 12,2023-12, compleated,Fall,C2C,6.28,23.0,series,"['Sports', 'Team Sports']"
133,Rakudai Kishi no Cavalry, 12,2023-09, compleated,Fall,Nexus,7.44,23.0,series,"['Action', 'Ecchi', 'Fantasy', 'Romance', 'School']"
135,Just Because!, 12,2023-09, compleated,Fall,PINE JAM,7.24,23.0,series,"['Drama', 'Love Polygon', 'Romance', 'School']"
136,Kenja no Mago, 12,2023-09, compleated,Spring,SILVER LINK.,6.62,23.0,series,"['Action', 'Comedy', 'Fantasy', 'Isekai', 'Reincarnation', 'Romance']"
137,Tasogare Otome x Amnesia, 12,2023-09, compleated,Spring,SILVER LINK.,7.82,23.0,series,"['Horror', 'Mystery', 'Romance', 'School', 'Shounen', 'Supernatural']"
139,White Album 2, 13,2023-10, compleated,Fall,Satelight,7.61,23.0,series,"['Drama', 'Love Polygon', 'Music', 'Romance']"
141,Kubo-san wa Mob wo Yurusanai, 12,2023-10, compleated,Winter,PINE JAM,7.58,24.0,series,"['Comedy', 'Romance', 'School', 'Seinen']"
142,Nanatsu no Taizai: Seisen no Shirushi, 4,2023-10, compleated,Summer,A-1 Pictures,6.97,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
143,Hanyou no Yashahime: Sengoku Otogizoushi, 24,2023-10, compleated,Fall,Sunrise,6.70,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Historical', 'Mythology', 'Time Travel']"
144,Arte, 12,2023-09, compleated,Spring,Seven Arcs,7.19,24.0,series,"['Drama', 'Historical', 'Seinen', 'Visual Arts']"
145,Sword Art Online: Alicization, 24,2023-10, compleated,Fall,A-1 Pictures,7.56,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Video Game']"
146,Night Head 2041, 12,2023-09, compleated,Summer,Shirogumi,6.51,22.0,series,"['Drama', 'Mystery', 'Psychological', 'Sci-Fi', 'Supernatural']"
147,Bungou Stray Dogs Wan!, 12,2023-09, compleated,Winter,Bones,7.97,11.0,series,"['Comedy', 'Supernatural']"
148,Mushoku Tensei: Isekai Ittara Honki Dasu, 11,2023-09, compleated,Winter,Studio Bind,8.37,23.0,series,"['Adventure', 'Drama', 'Ecchi', 'Fantasy', 'Isekai', 'Reincarnation']"
149,Soul Eater, 51,2023-10, compleated,Spring,Bones,7.84,23.0,series,"['Action', 'Comedy', 'Fantasy', 'School', 'Shounen']"
150,Babylon, 12,2023-09, compleated,Fall,Revoroot,6.74,24.0,series,"['Adult Cast', 'Detective', 'Mystery', 'Psychological', 'Suspense']"
151,Tokyo Ghoul √A, 12,2023-09, compleated,Winter,Pierrot,7.02,24.0,series,"['Action', 'Fantasy', 'Gore', 'Horror', 'Psychological', 'Seinen']"
152,Golden Kamuy, 12,2023-09, compleated,Spring,Geno Studio,7.87,23.0,series,"['Action', 'Adult Cast', 'Adventure', 'Historical', 'Military', 'Seinen']"
153,Rail Romanesque, 12,2023-09, compleated,Fall,Saetta,5.14,3.0,series,['Slice of Life']
154,One Piece Movie 08: Episode of Alabasta – Sabaku no Oujo to Kaizoku-tachi,null,2024-08, compleated,unknown,Toei Animation,7.30,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
155,Sword Art Online: Alicization – War of Underworld, 12,2023-09, compleated,Fall,A-1 Pictures,7.58,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Video Game']"
157,Renai Flops, 12,2023-09, compleated,Fall,Passione,6.71,23.0,series,"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Sci-Fi']"
158,My Home Hero, 12,2023-09, compleated,Spring,Tezuka Productions,7.05,23.0,series,"['Adult Cast', 'Drama', 'Organized Crime', 'Seinen', 'Suspense']"
159,Date A Live II, 10,2023-09, compleated,Spring,Production IMS,7.19,28.0,series,"['Action', 'Harem', 'Mecha', 'Romance', 'School', 'Sci-Fi']"
161,Shingeki no Kyojin Season 3, 12,2023-09, compleated,Summer,Wit Studio,8.62,23.0,series,"['Action', 'Drama', 'Gore', 'Military', 'Shounen', 'Survival']"
163,Dagashi Kashi, 12,2023-09, compleated,Winter,feel.,6.61,24.0,series,"['Comedy', 'Gourmet', 'Romantic Subtext', 'Shounen']"
164,Busou Shoujo Machiavellianism, 12,2023-09, compleated,Spring,Connect,6.89,23.0,series,"['Action', 'Comedy', 'Harem', 'Martial Arts', 'School', 'Shounen']"
165,Monster Musume no Iru Nichijou, 12,2023-09, compleated,Summer,Lerche,6.96,23.0,series,"['Anthropomorphic', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Romance', 'Seinen']"
168,High Card, 12,2023-09, compleated,Winter,Studio Hibari,7.15,23.0,series,"['Action', 'Adult Cast', 'Fantasy', 'Organized Crime', 'Super Power']"
169,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?, 12,2023-09, compleated,Spring,C2C,7.67,24.0,series,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']"
170,Mikakunin de Shinkoukei, 12,2023-10, compleated,Winter,Doga Kobo,7.37,23.0,series,"['Comedy', 'Romance', 'School', 'Supernatural']"
171,Toaru Majutsu no Index, 24,2023-10, compleated,Fall,J.C.Staff,7.35,23.0,series,"['Action', 'Fantasy', 'Sci-Fi', 'Super Power']"
172,Dragon Quest: Dai no Daibouken (2020), 100,2023-09, compleated,Fall,Toei Animation,7.74,24.0,series,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
173,Dagashi Kashi 2, 12,2023-09, compleated,Winter,Tezuka Productions,6.83,12.0,series,"['Comedy', 'Gourmet', 'Romantic Subtext', 'Shounen']"
177,WIXOSS Diva(A)Live, 12,2023-09, compleated,Winter,J.C.Staff,5.58,23.0,series,['Strategy Game']
178,Slam Dunk, 101,2023-09, compleated,Fall,Toei Animation,8.54,23.0,series,"['School', 'Shounen', 'Sports', 'Team Sports']"
180,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen, 12,2023-09, compleated,Spring,A-1 Pictures,8.64,24.0,series,"['Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen']"
181,Synduality: Noir, 12,2023-09, compleated,Summer,8bit,6.74,24.0,series,['Sci-Fi']
182,Gin no Saji, 11,2023-09, compleated,Summer,A-1 Pictures,8.09,23.0,series,"['Comedy', 'School', 'Shounen']"
183,Kunoichi Tsubaki no Mune no Uchi, 13,2023-10, compleated,Spring,CloverWorks,7.16,23.0,series,"['CGDCT', 'Comedy', 'Martial Arts', 'Shounen']"
185,Gintama.: Porori-hen, 13,2023-10, compleated,Fall,Bandai Namco Pictures,8.52,23.0,series,"['Action', 'Comedy', 'Gag Humor', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']"
187,Mahou Sensou, 12,2023-09, compleated,Winter,Madhouse,5.97,24.0,series,"['Action', 'Fantasy']"
188,Buddy Daddies, 12,2023-09, compleated,Winter,P.A. Works,8.15,24.0,series,"['Action', 'Childcare', 'Comedy', 'Organized Crime']"
189,Grand Blue, 12,2023-09, compleated,Summer,Zero-G,8.43,24.0,series,"['Adult Cast', 'Comedy', 'Seinen']"
190,Horimiya: Piece, 13,2023-10, compleated,Summer,CloverWorks,8.19,23.0,series,"['Romance', 'School', 'Shounen']"
191,Eiyuu Kyoushitsu, 12,2023-09, compleated,Summer,Actas,6.15,23.0,series,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'School']"
192,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen, 12,2023-09, compleated,Winter,A-1 Pictures,8.41,25.0,series,"['Comedy', 'Psychological', 'Romantic Subtext', 'School', 'Seinen']"
193,Tate no Yuusha no Nariagari, 25,2024-03, compleated,Winter,Kinema Citrus,7.97,24.0,series,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Isekai']"
194,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu., 12,2023-09, compleated,Winter,SILVER LINK.,7.54,23.0,series,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Video Game']"
195,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou, 12,2023-09, compleated,Summer,AXsiZ,6.39,23.0,series,"['Comedy', 'Fantasy', 'Isekai', 'Reincarnation']"
196,One Piece Film: Gold,null,2024-08, compleated,unknown,Toei Animation,7.88,,movie,"['Action', 'Adventure', 'Fantasy', 'Shounen']"
198,Yakusoku no Neverland, 12,2023-09, compleated,Winter,CloverWorks,8.51,22.0,series,"['Fantasy', 'Mystery', 'Psychological', 'Sci-Fi', 'Shounen', 'Survival', 'Suspense']"
199,Kanojo mo Kanojo, 12,2023-09, compleated,Summer,Tezuka Productions,6.53,24.0,series,"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']"
200,Gin no Saji 2nd Season, 11,2023-09, compleated,Winter,A-1 Pictures,8.27,24.0,series,"['Comedy', 'School', 'Shounen']"
201,Sabikui Bisco, 12,2023-09, compleated,Winter,NAZ,7.16,23.0,series,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']"
202,Shinmai Maou no Testament Burst, 10,2023-09, compleated,Fall,Production IMS,6.81,23.0,series,"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Mythology', 'Romance']"
204,Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san, 12,2023-09, compleated,Winter,Tezuka Productions,7.23,24.0,series,"['Comedy', 'Fantasy', 'Romance', 'Video Game']"
205,Tsurune: Tsunagari no Issha, 13,2023-09, compleated,Winter,Kyoto Animation,8.10,23.0,series,"['School', 'Sports']"
206,Akagami no Shirayuki-hime, 12,2023-09, compleated,Summer,Bones,7.76,24.0,series,"['Drama', 'Fantasy', 'Romance', 'Shoujo']"
207,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken, 12,2023-09, compleated,Winter,Project No.9,7.82,23.0,series,"['Romance', 'School']"
208,Mob Psycho 100, 12,2023-09, compleated,Summer,Bones,8.49,24.0,series,"['Action', 'Comedy', 'Super Power', 'Supernatural']"
210,Zankyou no Terror, 11,2023-09, compleated,Summer,MAPPA,8.09,22.0,series,"['Detective', 'Mystery', 'Psychological', 'Suspense']"
211,Bungou Stray Dogs 3rd Season, 12,2023-09, compleated,Spring,Bones,8.22,23.0,series,"['Action', 'Adult Cast', 'Mystery', 'Organized Crime', 'Seinen', 'Super Power', 'Supernatural']"
214,Kyoukai Senki, 13,2023-12, compleated,Fall,Sunrise Beyond,6.32,24.0,series,"['Action', 'Mecha', 'Sci-Fi']"
215,Orange, 13,2023-10, compleated,Summer,Telecom Animation Film,7.62,24.0,series,"['Drama', 'Love Polygon', 'Romance', 'School', 'Sci-Fi', 'Shoujo', 'Time Travel']"
216,Great Teacher Onizuka, 43,2023-10, compleated,Summer,Pierrot,8.69,25.0,series,"['Comedy', 'Delinquents', 'School', 'Shounen', 'Workplace']"
